species,country_distribution,region_distribution
Asiphonichthys stenopterus,BRA,Latin America & Caribbean
Aspidoras albater,BRA,Latin America & Caribbean
Aspidoras aldebaran,BRA,Latin America & Caribbean
Aspidoras azaghal,BRA,Latin America & Caribbean
Aspidoras belenos,BRA,Latin America & Caribbean
Aspidoras brunneus,BRA,Latin America & Caribbean
Aspidoras carvalhoi,BRA,Latin America & Caribbean
Aspidoras depinnai,BRA,Latin America & Caribbean
Aspidoras fuscoguttatus,BRA,Latin America & Caribbean
Aspidoras gabrieli,BRA,Latin America & Caribbean
Aspidoras kiriri,BRA,Latin America & Caribbean
Aspidoras lakoi,BRA,Latin America & Caribbean
Aspidoras maculosus,BRA,Latin America & Caribbean
Aspidoras mephisto,BRA,Latin America & Caribbean
Aspidoras poecilus,BRA,Latin America & Caribbean
Aspidoras psammatides,BRA,Latin America & Caribbean
Aspidoras rochai,BRA,Latin America & Caribbean
Aspidoras velites,BRA,Latin America & Caribbean
Aspidoras virgulatus,BRA,Latin America & Caribbean
Aspredo filamentosus,BRA,Latin America & Caribbean
Asterophysus batrachus,BRA,Latin America & Caribbean
Astyanacinus goyanensis,BRA,Latin America & Caribbean
Astyanax (Astynax) trierythropterus,BRA,Latin America & Caribbean
Astyanax (Poecilurichthys) anteroides,BRA,Latin America & Caribbean
Astyanax abramoides,BRA,Latin America & Caribbean
Astyanax ajuricaba,BRA,Latin America & Caribbean
Astyanax anterior,BRA,Latin America & Caribbean
Astyanax apiaka,BRA,Latin America & Caribbean
Astyanax argentum,BRA,Latin America & Caribbean
Astyanax argyrimarginatus,BRA,Latin America & Caribbean
Astyanax asymmetricus,BRA,Latin America & Caribbean
Astyanax bagual,BRA,Latin America & Caribbean
Astyanax bifasciatus,BRA,Latin America & Caribbean
Astyanax bimaculatus novae,BRA,Latin America & Caribbean
Astyanax biotae,BRA,Latin America & Caribbean
Astyanax bockmanni,BRA,Latin America & Caribbean
Astyanax bourgeti,BRA,Latin America & Caribbean
Astyanax brachypterygium,BRA,Latin America & Caribbean
Astyanax brevirhinus,BRA,Latin America & Caribbean
Astyanax brucutu,BRA,Latin America & Caribbean
Astyanax burgerai,BRA,Latin America & Caribbean
Astyanax chapadae,BRA,Latin America & Caribbean
Astyanax clavitaeniatus,BRA,Latin America & Caribbean
Astyanax courensis,BRA,Latin America & Caribbean
Astyanax cremnobates,BRA,Latin America & Caribbean
Astyanax depressirostris,BRA,Latin America & Caribbean
Astyanax dissensus,BRA,Latin America & Caribbean
Astyanax dissimilis,BRA,Latin America & Caribbean
Astyanax dolinae,BRA,Latin America & Caribbean
Astyanax douradilho,BRA,Latin America & Caribbean
Astyanax elachylepis,BRA,Latin America & Caribbean
Astyanax epiagos,BRA,Latin America & Caribbean
Astyanax eremus,BRA,Latin America & Caribbean
Astyanax fasciatus parahybae,BRA,Latin America & Caribbean
Astyanax giton,BRA,Latin America & Caribbean
Astyanax goyacensis,BRA,Latin America & Caribbean
Astyanax gracilior,BRA,Latin America & Caribbean
Astyanax guaporensis,BRA,Latin America & Caribbean
Astyanax guaricana,BRA,Latin America & Caribbean
Astyanax guianensis,BRA,Latin America & Caribbean
Astyanax gymnogenys,BRA,Latin America & Caribbean
Astyanax hamatilis,BRA,Latin America & Caribbean
Astyanax hastatus,BRA,Latin America & Caribbean
Astyanax henseli,BRA,Latin America & Caribbean
Astyanax jacobinae,BRA,Latin America & Caribbean
Astyanax janeiroensis,BRA,Latin America & Caribbean
Astyanax joaovitori,BRA,Latin America & Caribbean
Astyanax jordanensis,BRA,Latin America & Caribbean
Astyanax keithi,BRA,Latin America & Caribbean
Astyanax keronolepis,BRA,Latin America & Caribbean
Astyanax kullanderi,BRA,Latin America & Caribbean
Astyanax leonidas,BRA,Latin America & Caribbean
Astyanax leopoldi,BRA,Latin America & Caribbean
Astyanax lorien,BRA,Latin America & Caribbean
Astyanax maculisquamis,BRA,Latin America & Caribbean
Astyanax marionae,BRA,Latin America & Caribbean
Astyanax megalops,BRA,Latin America & Caribbean
Astyanax meunieri,BRA,Latin America & Caribbean
Astyanax microcephalus,BRA,Latin America & Caribbean
Astyanax microschemos,BRA,Latin America & Caribbean
Astyanax minor,BRA,Latin America & Caribbean
Astyanax mizquae,BRA,Latin America & Caribbean
Astyanax multidens,BRA,Latin America & Caribbean
Astyanax nobre,BRA,Latin America & Caribbean
Astyanax ocellatus,BRA,Latin America & Caribbean
Astyanax pardensis,BRA,Latin America & Caribbean
Astyanax pelecus,BRA,Latin America & Caribbean
Astyanax pirabitira,BRA,Latin America & Caribbean
Astyanax pirapuan,BRA,Latin America & Caribbean
Astyanax ribeirae,BRA,Latin America & Caribbean
Astyanax rupestris,BRA,Latin America & Caribbean
Astyanax saltor,BRA,Latin America & Caribbean
Astyanax scabripinnis intermedius,BRA,Latin America & Caribbean
Astyanax scabripinnis paranae,BRA,Latin America & Caribbean
Astyanax schubarti,BRA,Latin America & Caribbean
Astyanax scologaster,BRA,Latin America & Caribbean
Astyanax serratus,BRA,Latin America & Caribbean
Astyanax simulatus,BRA,Latin America & Caribbean
Astyanax sincora,BRA,Latin America & Caribbean
Astyanax symmetricus,BRA,Latin America & Caribbean
Astyanax taurorum,BRA,Latin America & Caribbean
Astyanax totae,BRA,Latin America & Caribbean
Astyanax turmalinensis,BRA,Latin America & Caribbean
Astyanax unitaeniatus,BRA,Latin America & Caribbean
Astyanax utiariti,BRA,Latin America & Caribbean
Astyanax varii,BRA,Latin America & Caribbean
Astyanax varzeae,BRA,Latin America & Caribbean
Astyanax vermilion,BRA,Latin America & Caribbean
Astyanax viridis,BRA,Latin America & Caribbean
Astyanax xavante,BRA,Latin America & Caribbean
Astyanax xiru,BRA,Latin America & Caribbean
Astyanax zonatus,BRA,Latin America & Caribbean
Atlantirivulus guanabarensis,BRA,Latin America & Caribbean
Atlantirivulus maricensis,BRA,Latin America & Caribbean
Atlantirivulus paranaguensis,BRA,Latin America & Caribbean
Atlantirivulus ribeirensis,BRA,Latin America & Caribbean
Atomaster velox,BRA,Latin America & Caribbean
Atopomesus pachyodus,BRA,Latin America & Caribbean
Auchenipterus (Pseudauchenipterus) affinis,BRA,Latin America & Caribbean
Auchenipterus (Pseudauchenipterus) jequitinhonhae,BRA,Latin America & Caribbean
Auchenipterus (Pseudauchenipterus) striatulus,BRA,Latin America & Caribbean
Auchenipterus (Pseudepapterus) hasemani,BRA,Latin America & Caribbean
Auchenipterus ambyiacus,BRA,Latin America & Caribbean
Auchenipterus britskii,BRA,Latin America & Caribbean
Auchenipterus ceratophysus,BRA,Latin America & Caribbean
Auchenipterus fordicei,BRA,Latin America & Caribbean
Auchenipterus lacustris,BRA,Latin America & Caribbean
Auchenipterus longimanus,BRA,Latin America & Caribbean
Auchenipterus menezesi,BRA,Latin America & Caribbean
Auchenipterus punctatus,BRA,Latin America & Caribbean
Auchenipterus thoracatus,BRA,Latin America & Caribbean
Auchenipterus trachycorystes,BRA,Latin America & Caribbean
Australoheros angiru,BRA,Latin America & Caribbean
Australoheros charrua,BRA,Latin America & Caribbean
Australoheros forquilha,BRA,Latin America & Caribbean
Australoheros kaaygua,BRA,Latin America & Caribbean
Australoheros mboapari,BRA,Latin America & Caribbean
Australoheros minuano,BRA,Latin America & Caribbean
Australoheros ricani,BRA,Latin America & Caribbean
Australoheros sanguineus,BRA,Latin America & Caribbean
Austrolebias araucarianus,BRA,Latin America & Caribbean
Austrolebias bagual,BRA,Latin America & Caribbean
Austrolebias botocudo,BRA,Latin America & Caribbean
Austrolebias camaquensis,BRA,Latin America & Caribbean
Austrolebias charrua,BRA,Latin America & Caribbean
Austrolebias cheffei,BRA,Latin America & Caribbean
Austrolebias ephemerus,BRA,Latin America & Caribbean
Austrolebias jaegari,BRA,Latin America & Caribbean
Austrolebias juanlangi,BRA,Latin America & Caribbean
Austrolebias litzi,BRA,Latin America & Caribbean
Austrolebias lourenciano,BRA,Latin America & Caribbean
Austrolebias minuano,BRA,Latin America & Caribbean
Austrolebias nachtigalli,BRA,Latin America & Caribbean
Austrolebias nigrofasciatus,BRA,Latin America & Caribbean
Austrolebias nubium,BRA,Latin America & Caribbean
Austrolebias paucisquama,BRA,Latin America & Caribbean
Austrolebias pelotapes,BRA,Latin America & Caribbean
Austrolebias pongondo,BRA,Latin America & Caribbean
Austrolebias univentripinnis,BRA,Latin America & Caribbean
Austrolebias varzeae,BRA,Latin America & Caribbean
Autanichthys giacopinii,BRA,Latin America & Caribbean
Axelrodia lindeae,BRA,Latin America & Caribbean
Baeostoma (Catathyridium) grandirivi,BRA,Latin America & Caribbean
Bagropsis reinhardti,BRA,Latin America & Caribbean
Baryancistrus chrysolomus,BRA,Latin America & Caribbean
Baryancistrus hadrostomus,BRA,Latin America & Caribbean
Baryancistrus micropunctatus,BRA,Latin America & Caribbean
Baryancistrus xanthellus,BRA,Latin America & Caribbean
Bathycetopsis oliveirai,BRA,Latin America & Caribbean
Batrachops reticulatus,BRA,Latin America & Caribbean
Batrochoglanis castaneus,BRA,Latin America & Caribbean
Batrochoglanis melanurus,BRA,Latin America & Caribbean
Belone microps,BRA,Latin America & Caribbean
Belonion apodion,BRA,Latin America & Caribbean
Belonion dibranchodon,BRA,Latin America & Caribbean
Biotodoma trifasciatus,BRA,Latin America & Caribbean
Bivibranchia notata,BRA,Latin America & Caribbean
Bivibranchia simulata,BRA,Latin America & Caribbean
Bleptonema paraguayensis,BRA,Latin America & Caribbean
Boehlkea fredcochui,BRA,Latin America & Caribbean
Boehlkea weitzmani,BRA,Latin America & Caribbean
Boulengerella xyrekes,BRA,Latin America & Caribbean
Brachychalcinus parnaibae,BRA,Latin America & Caribbean
Brachychalcinus reisi,BRA,Latin America & Caribbean
Brachychalcinus retrospina,BRA,Latin America & Caribbean
Brachychalcinus sabaji,BRA,Latin America & Caribbean
Brachychalcinus signatus,BRA,Latin America & Caribbean
Brachyglanis frenata,BRA,Latin America & Caribbean
Brachyglanis microphthalmus,BRA,Latin America & Caribbean
Brachyglanis nocturnus,BRA,Latin America & Caribbean
Brachyhypopomus alberti,BRA,Latin America & Caribbean
Brachyhypopomus arrayae,BRA,Latin America & Caribbean
Brachyhypopomus batesi,BRA,Latin America & Caribbean
Brachyhypopomus belindae,BRA,Latin America & Caribbean
Brachyhypopomus bombilla,BRA,Latin America & Caribbean
Brachyhypopomus bullocki,BRA,Latin America & Caribbean
Brachyhypopomus cunia,BRA,Latin America & Caribbean
Brachyhypopomus degy,BRA,Latin America & Caribbean
Brachyhypopomus draco,BRA,Latin America & Caribbean
Brachyhypopomus flavipomus,BRA,Latin America & Caribbean
Brachyhypopomus hamiltoni,BRA,Latin America & Caribbean
Brachyhypopomus hendersoni,BRA,Latin America & Caribbean
Brachyhypopomus jureiae,BRA,Latin America & Caribbean
Brachyhypopomus menezesi,BRA,Latin America & Caribbean
Brachyhypopomus regani,BRA,Latin America & Caribbean
Brachyhypopomus sullivani,BRA,Latin America & Caribbean
Brachyplatystoma capapretum,BRA,Latin America & Caribbean
Brachyplatystoma platynema,BRA,Latin America & Caribbean
Brachyrhamdia marthae,BRA,Latin America & Caribbean
Brachyrhamdia meesi,BRA,Latin America & Caribbean
Brachyrhamdia thayeria,BRA,Latin America & Caribbean
Brittanichthys axelrodi,BRA,Latin America & Caribbean
Brittanichthys myersi,BRA,Latin America & Caribbean
Brochis britskii,BRA,Latin America & Caribbean
Brycochandus durbini,BRA,Latin America & Caribbean
Brycon dulcis,BRA,Latin America & Caribbean
Brycon falcatus,BRA,Latin America & Caribbean
Brycon gouldingi,BRA,Latin America & Caribbean
Brycon howesi,BRA,Latin America & Caribbean
Brycon insignis,BRA,Latin America & Caribbean
Brycon nattereri,BRA,Latin America & Caribbean
Brycon orthotaenia,BRA,Latin America & Caribbean
Brycon pesu,BRA,Latin America & Caribbean
Brycon polylepis,BRA,Latin America & Caribbean
Brycon vermelha,BRA,Latin America & Caribbean
Brycon vonoi,BRA,Latin America & Caribbean
Bryconadenos tanaothoros,BRA,Latin America & Caribbean
Bryconadenos weitzmani,BRA,Latin America & Caribbean
Bryconamericus breviceps,BRA,Latin America & Caribbean
Bryconamericus cinarucoense,BRA,Latin America & Caribbean
Bryconamericus coeruleus,BRA,Latin America & Caribbean
Bryconamericus ecai,BRA,Latin America & Caribbean
Bryconamericus exodon,BRA,Latin America & Caribbean
Bryconamericus heteresthes,BRA,Latin America & Caribbean
Bryconamericus ikaa,BRA,Latin America & Caribbean
Bryconamericus lambari,BRA,Latin America & Caribbean
Bryconamericus misei,BRA,Latin America & Caribbean
Bryconamericus novae,BRA,Latin America & Caribbean
Bryconamericus ornaticeps,BRA,Latin America & Caribbean
Bryconamericus orteguasae,BRA,Latin America & Caribbean
Bryconamericus patriciae,BRA,Latin America & Caribbean
Bryconamericus pinnavittatus,BRA,Latin America & Caribbean
Bryconamericus pyahu,BRA,Latin America & Caribbean
Bryconamericus smithi,BRA,Latin America & Caribbean
Bryconamericus stramineus,BRA,Latin America & Caribbean
Bryconamericus tenuis,BRA,Latin America & Caribbean
Bryconamericus turiuba,BRA,Latin America & Caribbean
Bryconamericus uporas,BRA,Latin America & Caribbean
Bryconexodon juruenae,BRA,Latin America & Caribbean
Bryconexodon trombetasi,BRA,Latin America & Caribbean
Bryconops (Creatochanes) inpai,BRA,Latin America & Caribbean
Bryconops alburnoides,BRA,Latin America & Caribbean
Bryconops allisoni,BRA,Latin America & Caribbean
Bryconops chernoffi,BRA,Latin America & Caribbean
Bryconops colanegra,BRA,Latin America & Caribbean
Bryconops disruptus,BRA,Latin America & Caribbean
Bryconops hexalepis,BRA,Latin America & Caribbean
Bryconops humeralis,BRA,Latin America & Caribbean
Bryconops magoi,BRA,Latin America & Caribbean
Bryconops marabaixo,BRA,Latin America & Caribbean
Bryconops munduruku,BRA,Latin America & Caribbean
Bryconops piracolina,BRA,Latin America & Caribbean
Bryconops rheorubrum,BRA,Latin America & Caribbean
Bryconops sapezal,BRA,Latin America & Caribbean
Bryconops tocantinensis,BRA,Latin America & Caribbean
Bunocephalus aleuropsis,BRA,Latin America & Caribbean
Bunocephalus amaurus,BRA,Latin America & Caribbean
Bunocephalus bifidus,BRA,Latin America & Caribbean
Bunocephalus depressus,BRA,Latin America & Caribbean
Bunocephalus dolichurus,BRA,Latin America & Caribbean
Bunocephalus doriae,BRA,Latin America & Caribbean
Bunocephalus erondinae,BRA,Latin America & Caribbean
Bunocephalus hartti,BRA,Latin America & Caribbean
Bunocephalus hertzi,BRA,Latin America & Caribbean
Bunocephalus iheringii,BRA,Latin America & Caribbean
Bunocephalus minerim,BRA,Latin America & Caribbean
Bunocephalus rugosus,BRA,Latin America & Caribbean
Caenotropus mestomorgmatos,BRA,Latin America & Caribbean
Caenotropus schizodon,BRA,Latin America & Caribbean
Caiapobrycon tucurui,BRA,Latin America & Caribbean
Callichthys barbatus,BRA,Latin America & Caribbean
Callichthys paleatus,BRA,Latin America & Caribbean
Callichthys pectoralis,BRA,Latin America & Caribbean
Callichthys pictus,BRA,Latin America & Caribbean
Callichthys serralabium,BRA,Latin America & Caribbean
Callichthys splendens,BRA,Latin America & Caribbean
Callichthys thoracatus,BRA,Latin America & Caribbean
Cambeva alphabelardense,BRA,Latin America & Caribbean
Cambeva barbosae,BRA,Latin America & Caribbean
Cambeva betabelardense,BRA,Latin America & Caribbean
Cambeva biseriata,BRA,Latin America & Caribbean
Cambeva botuvera,BRA,Latin America & Caribbean
Cambeva cauim,BRA,Latin America & Caribbean
Cambeva chrysornata,BRA,Latin America & Caribbean
Cambeva diffusa,BRA,Latin America & Caribbean
Cambeva duplimaculata,BRA,Latin America & Caribbean
Cambeva flavopicta,BRA,Latin America & Caribbean
Cambeva gamabelardense,BRA,Latin America & Caribbean
Cambeva grisea,BRA,Latin America & Caribbean
Cambeva guaratuba,BRA,Latin America & Caribbean
Cambeva guareiensis,BRA,Latin America & Caribbean
Cambeva horacioi,BRA,Latin America & Caribbean
Cambeva imaruhy,BRA,Latin America & Caribbean
Cambeva longipalata,BRA,Latin America & Caribbean
Cambeva melanoptera,BRA,Latin America & Caribbean
Cambeva notabilis,BRA,Latin America & Caribbean
Cambeva orbitofrontalis,BRA,Latin America & Caribbean
Cambeva panthera,BRA,Latin America & Caribbean
Cambeva pericoh,BRA,Latin America & Caribbean
Cambeva piraquara,BRA,Latin America & Caribbean
Cambeva podostemophila,BRA,Latin America & Caribbean
Cambeva tourensis,BRA,Latin America & Caribbean
Cambeva urubici,BRA,Latin America & Caribbean
Cambeva ventropapillata,BRA,Latin America & Caribbean
Campellolebias brucei,BRA,Latin America & Caribbean
Campellolebias chrysolineatus,BRA,Latin America & Caribbean
Campellolebias dorsimaculatus,BRA,Latin America & Caribbean
Campellolebias intermedius,BRA,Latin America & Caribbean
Carapus inaequilabiatus,BRA,Latin America & Caribbean
Carnegiella marthae,BRA,Latin America & Caribbean
Carnegiella schereri,BRA,Latin America & Caribbean
Catoprion absconditus,BRA,Latin America & Caribbean
Centromochlus akwe,BRA,Latin America & Caribbean
Centromochlus aulopygius,BRA,Latin America & Caribbean
Centromochlus creutzbergi,BRA,Latin America & Caribbean
Centromochlus dunni,BRA,Latin America & Caribbean
Centromochlus existimatus,BRA,Latin America & Caribbean
Centromochlus ferrarisi,BRA,Latin America & Caribbean
Centromochlus gyrinus,BRA,Latin America & Caribbean
Centromochlus intermedius,BRA,Latin America & Caribbean
Centromochlus macracanthus,BRA,Latin America & Caribbean
Centromochlus meridionalis,BRA,Latin America & Caribbean
Centromochlus orca,BRA,Latin America & Caribbean
